Number,ImagePath,Label,Reference
651,dataset/transformed_dataset/Neutral/cropped_emotions.278265f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
652,dataset/transformed_dataset/Neutral/cropped_emotions.278266f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
653,dataset/transformed_dataset/Neutral/cropped_emotions.278267f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
654,dataset/transformed_dataset/Neutral/cropped_emotions.278268f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
655,dataset/transformed_dataset/Neutral/cropped_emotions.278269f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
656,dataset/transformed_dataset/Neutral/cropped_emotions.278271f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
657,dataset/transformed_dataset/Neutral/cropped_emotions.278272f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
658,dataset/transformed_dataset/Neutral/cropped_emotions.278273f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
659,dataset/transformed_dataset/Neutral/cropped_emotions.278274f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
660,dataset/transformed_dataset/Neutral/cropped_emotions.278275f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
661,dataset/transformed_dataset/Neutral/cropped_emotions.278276f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
662,dataset/transformed_dataset/Neutral/cropped_emotions.278277f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
663,dataset/transformed_dataset/Neutral/cropped_emotions.278278f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
664,dataset/transformed_dataset/Neutral/cropped_emotions.278280f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
665,dataset/transformed_dataset/Neutral/cropped_emotions.278281f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
666,dataset/transformed_dataset/Neutral/cropped_emotions.278282f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
667,dataset/transformed_dataset/Neutral/cropped_emotions.278283f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
668,dataset/transformed_dataset/Neutral/cropped_emotions.278284f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
669,dataset/transformed_dataset/Neutral/cropped_emotions.278285f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
670,dataset/transformed_dataset/Neutral/cropped_emotions.278286f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
671,dataset/transformed_dataset/Neutral/cropped_emotions.278287f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
672,dataset/transformed_dataset/Neutral/cropped_emotions.278288f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
673,dataset/transformed_dataset/Neutral/cropped_emotions.278289f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
674,dataset/transformed_dataset/Neutral/cropped_emotions.278290f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
675,dataset/transformed_dataset/Neutral/cropped_emotions.278292f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
676,dataset/transformed_dataset/Neutral/cropped_emotions.278293f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
677,dataset/transformed_dataset/Neutral/cropped_emotions.278294f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
678,dataset/transformed_dataset/Neutral/cropped_emotions.278296f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
679,dataset/transformed_dataset/Neutral/cropped_emotions.278297f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
680,dataset/transformed_dataset/Neutral/cropped_emotions.278298f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
681,dataset/transformed_dataset/Neutral/cropped_emotions.278299f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
682,dataset/transformed_dataset/Neutral/cropped_emotions.278300f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
683,dataset/transformed_dataset/Neutral/cropped_emotions.278301f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
684,dataset/transformed_dataset/Neutral/cropped_emotions.278302f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
685,dataset/transformed_dataset/Neutral/cropped_emotions.278305f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
686,dataset/transformed_dataset/Neutral/cropped_emotions.278307f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
687,dataset/transformed_dataset/Neutral/cropped_emotions.278308f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
688,dataset/transformed_dataset/Neutral/cropped_emotions.278309f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
689,dataset/transformed_dataset/Neutral/cropped_emotions.278310f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
690,dataset/transformed_dataset/Neutral/cropped_emotions.278312f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
691,dataset/transformed_dataset/Neutral/cropped_emotions.278313f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
692,dataset/transformed_dataset/Neutral/cropped_emotions.278314f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
693,dataset/transformed_dataset/Neutral/cropped_emotions.278315f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
694,dataset/transformed_dataset/Neutral/cropped_emotions.278316f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
695,dataset/transformed_dataset/Neutral/cropped_emotions.278317f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
696,dataset/transformed_dataset/Neutral/cropped_emotions.278318f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
697,dataset/transformed_dataset/Neutral/cropped_emotions.278319f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
698,dataset/transformed_dataset/Neutral/cropped_emotions.278320f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
699,dataset/transformed_dataset/Neutral/cropped_emotions.278321f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
700,dataset/transformed_dataset/Neutral/cropped_emotions.278323f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
701,dataset/transformed_dataset/Neutral/cropped_emotions.278324f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
702,dataset/transformed_dataset/Neutral/cropped_emotions.278325f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
703,dataset/transformed_dataset/Neutral/cropped_emotions.278326f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
704,dataset/transformed_dataset/Neutral/cropped_emotions.278327f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
705,dataset/transformed_dataset/Neutral/cropped_emotions.278328f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
706,dataset/transformed_dataset/Neutral/cropped_emotions.278329f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
707,dataset/transformed_dataset/Neutral/cropped_emotions.278330f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
708,dataset/transformed_dataset/Neutral/cropped_emotions.278331f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
709,dataset/transformed_dataset/Neutral/cropped_emotions.278332f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
710,dataset/transformed_dataset/Neutral/cropped_emotions.278333f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
711,dataset/transformed_dataset/Neutral/cropped_emotions.278334f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
712,dataset/transformed_dataset/Neutral/cropped_emotions.278335f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
713,dataset/transformed_dataset/Neutral/cropped_emotions.278336f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
714,dataset/transformed_dataset/Neutral/cropped_emotions.278337f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
715,dataset/transformed_dataset/Neutral/cropped_emotions.278338f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
716,dataset/transformed_dataset/Neutral/cropped_emotions.278339f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
717,dataset/transformed_dataset/Neutral/cropped_emotions.278340f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
718,dataset/transformed_dataset/Neutral/cropped_emotions.278342f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
719,dataset/transformed_dataset/Neutral/cropped_emotions.278343f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
720,dataset/transformed_dataset/Neutral/cropped_emotions.278344f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
721,dataset/transformed_dataset/Neutral/cropped_emotions.278345f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
722,dataset/transformed_dataset/Neutral/cropped_emotions.278346f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
723,dataset/transformed_dataset/Neutral/cropped_emotions.278348f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
724,dataset/transformed_dataset/Neutral/cropped_emotions.278349f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
725,dataset/transformed_dataset/Neutral/cropped_emotions.278351f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
726,dataset/transformed_dataset/Neutral/cropped_emotions.278352f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
727,dataset/transformed_dataset/Neutral/cropped_emotions.278353f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
728,dataset/transformed_dataset/Neutral/cropped_emotions.278354f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
729,dataset/transformed_dataset/Neutral/cropped_emotions.278355f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
730,dataset/transformed_dataset/Neutral/cropped_emotions.278357f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
731,dataset/transformed_dataset/Neutral/cropped_emotions.278358f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
732,dataset/transformed_dataset/Neutral/cropped_emotions.278359f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
733,dataset/transformed_dataset/Neutral/cropped_emotions.278360f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
734,dataset/transformed_dataset/Neutral/cropped_emotions.278361f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
735,dataset/transformed_dataset/Neutral/cropped_emotions.278362f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
736,dataset/transformed_dataset/Neutral/cropped_emotions.278363f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
737,dataset/transformed_dataset/Neutral/cropped_emotions.278365f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
738,dataset/transformed_dataset/Neutral/cropped_emotions.278366f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
739,dataset/transformed_dataset/Neutral/cropped_emotions.278367f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
740,dataset/transformed_dataset/Neutral/cropped_emotions.278368f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
741,dataset/transformed_dataset/Neutral/cropped_emotions.278369f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
742,dataset/transformed_dataset/Neutral/cropped_emotions.278370f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
743,dataset/transformed_dataset/Neutral/cropped_emotions.278371f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
744,dataset/transformed_dataset/Neutral/cropped_emotions.278373f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
745,dataset/transformed_dataset/Neutral/cropped_emotions.278374f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
746,dataset/transformed_dataset/Neutral/cropped_emotions.278375f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
747,dataset/transformed_dataset/Neutral/cropped_emotions.278376f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
748,dataset/transformed_dataset/Neutral/cropped_emotions.278377f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
749,dataset/transformed_dataset/Neutral/cropped_emotions.278378f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
750,dataset/transformed_dataset/Neutral/cropped_emotions.278379f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
751,dataset/transformed_dataset/Neutral/cropped_emotions.278380f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
752,dataset/transformed_dataset/Neutral/cropped_emotions.278381f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
753,dataset/transformed_dataset/Neutral/cropped_emotions.278382f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
754,dataset/transformed_dataset/Neutral/cropped_emotions.278383f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
755,dataset/transformed_dataset/Neutral/cropped_emotions.278384f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
756,dataset/transformed_dataset/Neutral/cropped_emotions.278385f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
757,dataset/transformed_dataset/Neutral/cropped_emotions.278386f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
758,dataset/transformed_dataset/Neutral/cropped_emotions.278387f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
759,dataset/transformed_dataset/Neutral/cropped_emotions.278388f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
760,dataset/transformed_dataset/Neutral/cropped_emotions.278389f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
761,dataset/transformed_dataset/Neutral/cropped_emotions.278390f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
762,dataset/transformed_dataset/Neutral/cropped_emotions.278391f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
763,dataset/transformed_dataset/Neutral/cropped_emotions.278392f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
764,dataset/transformed_dataset/Neutral/cropped_emotions.278393f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
765,dataset/transformed_dataset/Neutral/cropped_emotions.278394f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
766,dataset/transformed_dataset/Neutral/cropped_emotions.278395f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
767,dataset/transformed_dataset/Neutral/cropped_emotions.278396f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
768,dataset/transformed_dataset/Neutral/cropped_emotions.278397f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
769,dataset/transformed_dataset/Neutral/cropped_emotions.278398f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
770,dataset/transformed_dataset/Neutral/cropped_emotions.278400f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
771,dataset/transformed_dataset/Neutral/cropped_emotions.278401f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
772,dataset/transformed_dataset/Neutral/cropped_emotions.278402f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
773,dataset/transformed_dataset/Neutral/cropped_emotions.278404f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
774,dataset/transformed_dataset/Neutral/cropped_emotions.278405f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
775,dataset/transformed_dataset/Neutral/cropped_emotions.278406f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
776,dataset/transformed_dataset/Neutral/cropped_emotions.278407f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
777,dataset/transformed_dataset/Neutral/cropped_emotions.278408f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
778,dataset/transformed_dataset/Neutral/cropped_emotions.278409f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
779,dataset/transformed_dataset/Neutral/cropped_emotions.278410f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
780,dataset/transformed_dataset/Neutral/cropped_emotions.278411f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
781,dataset/transformed_dataset/Neutral/cropped_emotions.278412f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
782,dataset/transformed_dataset/Neutral/cropped_emotions.278413f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
783,dataset/transformed_dataset/Neutral/cropped_emotions.278414f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
784,dataset/transformed_dataset/Neutral/cropped_emotions.278415f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
785,dataset/transformed_dataset/Neutral/cropped_emotions.278416f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
786,dataset/transformed_dataset/Neutral/cropped_emotions.278417f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
787,dataset/transformed_dataset/Neutral/cropped_emotions.278418f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
788,dataset/transformed_dataset/Neutral/cropped_emotions.278419f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
789,dataset/transformed_dataset/Neutral/cropped_emotions.278421f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
790,dataset/transformed_dataset/Neutral/cropped_emotions.278422f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
791,dataset/transformed_dataset/Neutral/cropped_emotions.278423f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
792,dataset/transformed_dataset/Neutral/cropped_emotions.278424f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
793,dataset/transformed_dataset/Neutral/cropped_emotions.278425f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
794,dataset/transformed_dataset/Neutral/cropped_emotions.278426f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
795,dataset/transformed_dataset/Neutral/cropped_emotions.278427f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
796,dataset/transformed_dataset/Neutral/cropped_emotions.278428f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
797,dataset/transformed_dataset/Neutral/cropped_emotions.278429f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
798,dataset/transformed_dataset/Neutral/cropped_emotions.278430f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
799,dataset/transformed_dataset/Neutral/cropped_emotions.278431f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
800,dataset/transformed_dataset/Neutral/cropped_emotions.278432f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
801,dataset/transformed_dataset/Neutral/cropped_emotions.278433f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
802,dataset/transformed_dataset/Neutral/cropped_emotions.278434f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
803,dataset/transformed_dataset/Neutral/cropped_emotions.278435f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
804,dataset/transformed_dataset/Neutral/cropped_emotions.278437f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
805,dataset/transformed_dataset/Neutral/cropped_emotions.278438f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
806,dataset/transformed_dataset/Neutral/cropped_emotions.278439f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
807,dataset/transformed_dataset/Neutral/cropped_emotions.278441f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
808,dataset/transformed_dataset/Neutral/cropped_emotions.278442f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
809,dataset/transformed_dataset/Neutral/cropped_emotions.278443f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
810,dataset/transformed_dataset/Neutral/cropped_emotions.278444f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
811,dataset/transformed_dataset/Neutral/cropped_emotions.278445f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
812,dataset/transformed_dataset/Neutral/cropped_emotions.278446f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
813,dataset/transformed_dataset/Neutral/cropped_emotions.278447f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
814,dataset/transformed_dataset/Neutral/cropped_emotions.278448f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
815,dataset/transformed_dataset/Neutral/cropped_emotions.278449f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
816,dataset/transformed_dataset/Neutral/cropped_emotions.278450f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
817,dataset/transformed_dataset/Neutral/cropped_emotions.278451f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
818,dataset/transformed_dataset/Neutral/cropped_emotions.278452f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
819,dataset/transformed_dataset/Neutral/cropped_emotions.278453f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
820,dataset/transformed_dataset/Neutral/cropped_emotions.278455f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
821,dataset/transformed_dataset/Neutral/cropped_emotions.278456f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
822,dataset/transformed_dataset/Neutral/cropped_emotions.278457f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
823,dataset/transformed_dataset/Neutral/cropped_emotions.278458f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
824,dataset/transformed_dataset/Neutral/cropped_emotions.278459f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
825,dataset/transformed_dataset/Neutral/cropped_emotions.278460f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
826,dataset/transformed_dataset/Neutral/cropped_emotions.278462f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
827,dataset/transformed_dataset/Neutral/cropped_emotions.278463f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
828,dataset/transformed_dataset/Neutral/cropped_emotions.278464f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
829,dataset/transformed_dataset/Neutral/cropped_emotions.278465f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
830,dataset/transformed_dataset/Neutral/cropped_emotions.278466f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
831,dataset/transformed_dataset/Neutral/cropped_emotions.278467f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
832,dataset/transformed_dataset/Neutral/cropped_emotions.278469f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
833,dataset/transformed_dataset/Neutral/cropped_emotions.278470f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
834,dataset/transformed_dataset/Neutral/cropped_emotions.278471f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
835,dataset/transformed_dataset/Neutral/cropped_emotions.278472f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
836,dataset/transformed_dataset/Neutral/cropped_emotions.278473f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
837,dataset/transformed_dataset/Neutral/cropped_emotions.278474f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
838,dataset/transformed_dataset/Neutral/cropped_emotions.278475f.png,Neutral,https://www.kaggle.com/datasets/sujaykapadnis/emotion-recognition-dataset
